barcode,product_family_id,product_title,season,nivel,brand_origin,color_name,color_group,color_intensity,adventurous,application,weather,style,print,basic,fit
740661,CARDIGAN,Onljade Cardigan knit ,8,2,MAINSTREAM,black,black,oscuro,two,freetime,cold,"('boho', 'classic')",smooth,false,straight
740708,CARDIGAN,Onljade Cardigan knit ,8,2,MAINSTREAM,beige,brown,claro,two,freetime,cold,"('boho', 'classic')",smooth,false,straight
740739,CARDIGAN,Onljade Cardigan knit ,8,2,MAINSTREAM,rust,brown,oscuro,two,freetime,cold,"('boho', 'classic')",smooth,false,straight
696432,JEANS,Poly Pant deeluxe,7,1,NO_MAINSTREAM,red,red,intenso,"('three', 'two')",freetime,warm,"('casual', 'street')",smooth,false,tight
1013726,SWEATER,Onleden Sweater knt,9,2,MAINSTREAM,yellow,yellow,intenso,two,"('work', 'freetime')",warm,"('classic', 'boho')",smooth,false,loose
1013672,SWEATER,Onleden Sweater knt,9,2,MAINSTREAM,ecru,brown,suave,two,"('work', 'freetime')",warm,"('classic', 'boho')",smooth,false,loose
1013757,SWEATER,Onleden Sweater knt,9,2,MAINSTREAM,blue_dark,blue,oscuro,two,"('work', 'freetime')",warm,"('classic', 'boho')",smooth,false,loose
1037746,JACKET,Cerise Jacket print,8,3,WHOLE_SALE,blue_dark,blue,oscuro,three,freetime,warm,"('boho', 'street')",floral,false,loose
1037692,JACKET,Cerise Jacket print,8,3,WHOLE_SALE,black,black,oscuro,three,freetime,warm,"('boho', 'street')",floral,false,loose
1185133,SHIRT,Auttum Shirt hippie,8,2,WHOLE_SALE,green_dark,green,oscuro,"('two', 'three')","('freetime', 'work')",warm,"('boho', 'classic')",sheets,false,loose
1185102,SHIRT,Auttum Shirt hippie,8,2,WHOLE_SALE,camel,brown,claro,"('two', 'three')","('freetime', 'work')",warm,"('boho', 'classic')",sheets,false,loose
1260922,PANT,Cherry Pant plain T. L C. brown,9,1,WHOLE_SALE,black,black,oscuro,two,"('work', 'working_girl')",both,"('classic', 'minimal')",smooth,false,straight
1261011,PANT,Cherry Pant plain T. L C. brown,9,1,WHOLE_SALE,blue_dark,blue,oscuro,two,"('work', 'working_girl')",both,"('classic', 'minimal')",smooth,false,straight
1260984,PANT,Cherry Pant plain T. L C. brown,9,1,WHOLE_SALE,gray_light,grey,suave,two,"('work', 'working_girl')",both,"('classic', 'minimal')",smooth,false,straight
1261110,PANT,Cherry Pant plain T. L C. brown,9,1,WHOLE_SALE,khaki,green,oscuro,two,"('work', 'working_girl')",both,"('classic', 'minimal')",smooth,false,straight
1261042,PANT,Cherry Pant plain T. L C. brown,9,1,WHOLE_SALE,brown,brown,oscuro,two,"('work', 'working_girl')",both,"('classic', 'minimal')",smooth,false,straight
1194135,TSHIRT,Billary Top closet,9,2,OWN_PRODUCTION,black,black,oscuro,two,freetime,warm,boho,"('animal_print', 'sheets')",false,straight
1198676,TSHIRT,Panthy Top closet,9,2,OWN_PRODUCTION,indigo,blue,oscuro,two,freetime,warm,boho,"('animal_print', 'sheets')",false,straight
1445091,TOP,Tilda Top majolica,9,2,WHOLE_SALE,white,white,claro,two,"('freetime', 'work')",warm,classic,smooth,false,straight
1445138,TOP,Tilda Top majolica,9,2,WHOLE_SALE,black,black,oscuro,two,"('freetime', 'work')",warm,classic,smooth,false,straight
1445145,TOP,Tilda Top majolica,9,2,WHOLE_SALE,green,green,intenso,two,"('freetime', 'work')",warm,classic,smooth,false,straight
679657,SWEATSHIRT,Long Tshirt stripe,7,2,NO_MAINSTREAM,ecru,brown,suave,"('two', 'three')","('freetime', 'work')",warm,"('boho', 'classic')",horizontal_stripes,false,straight
679145,TOP,Turna Top flounce ,7,2,NO_MAINSTREAM,grey_dark,grey,oscuro,"('three', 'two')","('work', 'freetime')",warm,"('boho', 'classic')",smooth,false,straight
679411,TSHIRT,Raye Tshirt peak ,7,2,NO_MAINSTREAM,blue_dark,blue,oscuro,"('three', 'two')",freetime,warm,"('boho', 'casual')",horizontal_stripes,false,straight
787031,JACKET,Burle Jacket bomb,7,3,WHOLE_SALE,black,black,oscuro,four,freetime,both,"('boho', 'casual')",sheets,false,loose
957366,JACKET,Denim Jacket sew ,7,3,OWN_PRODUCTION,blue_dark,blue,oscuro,"('two', 'three')",freetime,both,street,smooth,false,tight
1059861,JEANS,Onlblush Jeans noos,9,1,MAINSTREAM,white,white,claro,"('three', 'four')","('freetime', 'work')",warm,street,smooth,false,tight
585354,JEANS,Onlblush Jeans noos,7,1,MAINSTREAM,white,white,claro,"('three', 'four')","('freetime', 'work')",warm,street,smooth,false,tight
1396447,DRESS,Shine Dress etui ,9,1,NO_MAINSTREAM,blue_dark,blue,oscuro,"('two', 'three')","('work', 'working_girl')",both,"('classic', 'minimal')",smooth,false,tight
1008258,DRESS,Pcbodil Dress noos,9,1,MAINSTREAM,black,black,oscuro,two,"('freetime', 'work')",warm,classic,smooth,false,loose
1397376,SHIRT,Ariel Shirt season ,9,2,WHOLE_SALE,mustand,yellow,intenso,"('two', 'three')","('work', 'freetime')",both,boho,sheets,false,straight
1397390,SHIRT,Ariel Shirt season ,9,2,WHOLE_SALE,ecru,brown,suave,"('two', 'three')","('work', 'freetime')",both,boho,sheets,false,straight
1445329,DRESS,Carol Dress majolica ,9,1,WHOLE_SALE,green,green,intenso,two,"('work', 'freetime')",warm,classic,smooth,false,straight
1445305,DRESS,Carol Dress majolica ,9,1,WHOLE_SALE,black,black,oscuro,two,"('work', 'freetime')",warm,classic,smooth,false,straight
1445374,DRESS,Carol Dress majolica ,9,1,WHOLE_SALE,blue_dark,blue,oscuro,two,"('work', 'freetime')",warm,classic,smooth,false,straight
1464290,SHIRT,Frhazavisk Shirt mix,9,2,MAINSTREAM,khaki,green,oscuro,two,"('work', 'freetime')",cold,classic,bodoque,false,straight
1464306,SHIRT,Frhazavisk Shirt mix,9,2,MAINSTREAM,ecru,brown,suave,two,"('work', 'freetime')",cold,classic,bodoque,false,straight
864480,FOULARD,Leav Scarf visc,8,3,NO_MAINSTREAM,black,black,oscuro,two,"('work', 'freetime')",warm,"('boho', 'classic')",sheets,missing,missing
880015,SKIRT,Viosk Skirt knit,8,1,MAINSTREAM,pink,pink,intenso,"('two', 'three')",freetime,cold,"('boho', 'classic')",smooth,false,loose
880060,SKIRT,Viosk Skirt knit,8,1,MAINSTREAM,brown,brown,oscuro,"('two', 'three')",freetime,cold,"('boho', 'classic')",smooth,false,loose
1388206,TSHIRT,Ixrosa Tshirt express ,9,2,MAINSTREAM,black,black,oscuro,three,"('work', 'freetime')",cold,street,smooth,false,tight
1388138,TSHIRT,Ixrosa Tshirt express ,9,2,MAINSTREAM,ecru,brown,suave,three,"('work', 'freetime')",cold,street,smooth,false,tight
1193855,JACKET,Billia Jacket closet,9,3,OWN_PRODUCTION,black,black,oscuro,"('two', 'three')","('freetime', 'work')",warm,classic,"('animal_print', 'sheets')",false,straight
1445510,TOP,Bail Top majolica,9,2,WHOLE_SALE,red,red,intenso,two,"('freetime', 'work')",warm,"('boho', 'classic')",smooth,false,straight
1445480,TOP,Bail Top majolica,9,2,WHOLE_SALE,white,white,claro,two,"('freetime', 'work')",warm,"('boho', 'classic')",smooth,false,straight
967617,JACKET,Ball Jacket bomber ,7,3,WHOLE_SALE,khaki,green,oscuro,"('three', 'four')",freetime,cold,street,smooth,false,straight
946209,JACKET,Ball Jacket bomber ,7,3,WHOLE_SALE,blue_dark,blue,oscuro,"('three', 'four')",freetime,cold,street,smooth,false,straight
776660,SHIRT,Wall Shirt kilky ,7,2,WHOLE_SALE,green,green,intenso,two,"('work', 'freetime')",warm,"('casual', 'boho')",vertical_stripes,false,oversize
776677,SHIRT,Wall Shirt kilky ,7,2,WHOLE_SALE,blue_light,blue,claro,two,"('work', 'freetime')",warm,"('casual', 'boho')",vertical_stripes,false,oversize
776851,CARDIGAN,Lua Cardigan colors ,7,2,WHOLE_SALE,gray_light,grey,suave,three,freetime,cold,street,horizontal_stripes,false,loose
776844,CARDIGAN,Lua Cardigan colors ,7,2,WHOLE_SALE,blue,blue,intenso,three,freetime,cold,street,horizontal_stripes,false,loose
777094,TOP,Lunce Top colors ,7,2,WHOLE_SALE,white,white,claro,three,"('night', 'freetime')",warm,"('classic', 'night')",smooth,false,straight
777155,TOP,Lunce Top colors ,7,2,WHOLE_SALE,green,green,intenso,three,"('night', 'freetime')",warm,"('classic', 'night')",smooth,false,straight
777223,TOP,Lunce Top colors ,7,2,WHOLE_SALE,mustand,yellow,intenso,three,"('night', 'freetime')",warm,"('classic', 'night')",smooth,false,straight
777131,TOP,Lunce Top colors ,7,2,WHOLE_SALE,black,black,oscuro,three,"('night', 'freetime')",warm,"('classic', 'night')",smooth,false,straight
777193,TOP,Lunce Top colors ,7,2,WHOLE_SALE,orange,orange,intenso,three,"('night', 'freetime')",warm,"('classic', 'night')",smooth,false,straight
777551,SWEATER,Jule Sweater colors ,7,2,WHOLE_SALE,black,black,oscuro,two,freetime,cold,boho,smooth,false,straight
777582,SWEATER,Jule Sweater colors ,7,2,WHOLE_SALE,red,red,intenso,two,freetime,cold,boho,smooth,false,straight
777544,SWEATER,Jule Sweater colors ,7,2,WHOLE_SALE,white,white,claro,two,freetime,cold,boho,smooth,false,straight
777605,SWEATER,Jule Sweater colors ,7,2,WHOLE_SALE,mustand,yellow,intenso,two,freetime,cold,boho,smooth,false,straight
651073,JACKET,Aitana Jacket moon,7,3,NO_MAINSTREAM,blue_dark,blue,oscuro,"('three', 'two')",freetime,warm,"('casual', 'street')",smooth,false,straight
1456424,DRESS,Hearts Dress season,9,1,WHOLE_SALE,red,red,intenso,two,freetime,warm,"('classic', 'boho')",miniprint,false,loose
1445541,TOP,Ferial Top majolica,9,2,WHOLE_SALE,white,white,claro,two,"('freetime', 'work', 'night')",warm,"('boho', 'classic')",smooth,false,straight
1445633,TOP,Ferial Top majolica,9,2,WHOLE_SALE,blue_dark,blue,oscuro,two,"('freetime', 'work', 'night')",warm,"('boho', 'classic')",smooth,false,straight
1445657,TOP,Ferial Top majolica,9,2,WHOLE_SALE,crimson,red,oscuro,two,"('freetime', 'work', 'night')",warm,"('boho', 'classic')",smooth,false,straight
1445596,TOP,Ferial Top majolica,9,2,WHOLE_SALE,green,green,intenso,two,"('freetime', 'work', 'night')",warm,"('boho', 'classic')",smooth,false,straight
1445589,TOP,Ferial Top majolica,9,2,WHOLE_SALE,black,black,oscuro,two,"('freetime', 'work', 'night')",warm,"('boho', 'classic')",smooth,false,straight
1456325,SKIRT,Pable Skirt season,9,1,WHOLE_SALE,red,red,intenso,three,freetime,warm,"('boho', 'classic')",retro,false,straight
1100549,PANT,Desflorence Pant cotton,9,1,MAINSTREAM,white,white,claro,three,"('work', 'freetime')",warm,"('minimal', 'street')",smooth,false,straight
1087871,PANT,Flower Pant stamp,8,1,WHOLE_SALE,blue_dark,blue,oscuro,"('two', 'three')","('work', 'freetime')",warm,"('classic', 'boho')",floral,false,loose
783750,PANT,Olive Pant crux ,7,1,WHOLE_SALE,black,black,oscuro,"('two', 'three')","('work', 'freetime', 'working_girl')",cold,classic,herringbone,false,tight
1087758,DRESS,Ava Dress printed,7,1,WHOLE_SALE,white,white,claro,three,freetime,warm,"('boho', 'classic')",floral,false,loose
1087772,DRESS,Ava Dress printed,7,1,WHOLE_SALE,blue_dark,blue,oscuro,three,freetime,warm,"('boho', 'classic')",floral,false,loose
785938,SHIRT,Akoz Shirt venus ,7,2,WHOLE_SALE,salmon,pink,suave,two,"('work', 'working_girl')",warm,"('classic', 'minimal')",smooth,false,straight
785853,SHIRT,Akoz Shirt venus ,7,2,WHOLE_SALE,green_light,green,claro,two,"('work', 'working_girl')",warm,"('classic', 'minimal')",smooth,false,straight
785891,SHIRT,Akoz Shirt venus ,7,2,WHOLE_SALE,mustand,yellow,intenso,two,"('work', 'working_girl')",warm,"('classic', 'minimal')",smooth,false,straight
902342,SHIRT,Akoz Shirt venus ,7,2,WHOLE_SALE,blue_dark,blue,oscuro,two,"('work', 'working_girl')",warm,"('classic', 'minimal')",smooth,false,straight
785976,SHIRT,Akoz Shirt venus ,7,2,WHOLE_SALE,ecru,brown,suave,two,"('work', 'working_girl')",warm,"('classic', 'minimal')",smooth,false,straight
785815,SHIRT,Akoz Shirt venus ,7,2,WHOLE_SALE,black,black,oscuro,two,"('work', 'working_girl')",warm,"('classic', 'minimal')",smooth,false,straight
691529,PANT,Viseana Pant chino ,7,1,MAINSTREAM,khaki,green,oscuro,"('two', 'three')","('work', 'freetime')",warm,classic,smooth,false,straight
691451,PANT,Viseana Pant chino ,7,1,MAINSTREAM,ecru,brown,suave,"('two', 'three')","('work', 'freetime')",warm,classic,smooth,false,straight
801010,SHIRT,Arya Shirt easy,7,2,MAINSTREAM,green,green,intenso,three,"('freetime', 'work')",warm,"('boho', 'classic')",floral,false,straight
1445770,SHORT,Stripes Pant short,9,1,WHOLE_SALE,blue_light,blue,claro,two,freetime,warm,"('classic', 'minimal')","('herringbone', 'horizontal_stripes')",false,straight
976206,TOP,Cerise Top juno ,7,2,WHOLE_SALE,mustand,yellow,intenso,three,"('work', 'freetime')",warm,"('boho', 'classic')",floral,false,straight
1087185,JUMPSUIT,Longa Jumpsuit majo,8,1,WHOLE_SALE,blue_dark,blue,oscuro,"('two', 'three')","('work', 'night')",warm,classic,smooth,false,loose
1087529,DRESS,Lise Dress cerise,8,1,WHOLE_SALE,black,black,oscuro,two,"('work', 'freetime')",warm,"('boho', 'classic')",smooth,false,loose
1087697,JACKET,Geom Jacket cerise,8,3,WHOLE_SALE,green,green,intenso,three,"('freetime', 'work')",warm,"('minimal', 'classic')",miniprint,false,straight
1087901,TOP,Boho Top cerise,7,2,WHOLE_SALE,white,white,claro,two,freetime,warm,"('boho', 'classic')",smooth,false,straight
860888,SWEATER,Onliza Sweater soft,8,2,MAINSTREAM,beige,brown,claro,two,"('work', 'freetime')",cold,"('boho', 'classic')",smooth,false,tight
860840,SWEATER,Onliza Sweater soft,8,2,MAINSTREAM,garnet,red,oscuro,two,"('work', 'freetime')",cold,"('boho', 'classic')",smooth,false,tight
860796,SWEATER,Onliza Sweater soft,8,2,MAINSTREAM,black,black,oscuro,two,"('work', 'freetime')",cold,"('boho', 'classic')",smooth,false,tight
1399639,PANT,Null Jeans toxik ,9,1,WHOLE_SALE,green_dark,green,oscuro,"('three', 'four')","('night', 'special_occasion')",cold,"('street', 'night')",smooth,false,tight
1399608,PANT,Null Jeans toxik ,9,1,WHOLE_SALE,black,black,oscuro,"('three', 'four')","('night', 'special_occasion')",cold,"('street', 'night')",smooth,false,tight
786010,SKIRT,Akoz Skirt spring ,7,1,WHOLE_SALE,rust,brown,oscuro,"('three', 'four')","('freetime', 'special_occasion')",warm,"('boho', 'classic')",retro,false,straight
582476,JEANS,Vijules Jeans washed,7,1,MAINSTREAM,blue,blue,intenso,"('three', 'four')",freetime,both,"('street', 'boho')",smooth,false,straight
582513,JEANS,Vijules Jeans washed,7,1,MAINSTREAM,pink,pink,intenso,"('three', 'four')",freetime,both,"('street', 'boho')",smooth,false,straight
761833,JEANS,Lindex Pant nice,7,1,MAINSTREAM,mustand,yellow,intenso,"('two', 'three')",freetime,both,"('boho', 'street')",smooth,false,tight
761819,SHIRT,Lindex Shirt dots,7,2,MAINSTREAM,blue_dark,blue,oscuro,"('two', 'three')","('work', 'freetime')",warm,"('classic', 'boho')",polka_dot,false,straight
761451,SHIRT,Lindex Shirt stripes,7,2,MAINSTREAM,salmon,pink,suave,"('two', 'three')",work,warm,"('classic', 'boho')",vertical_stripes,false,straight
801362,PANT,Lindex Pant hannah,7,1,MAINSTREAM,blue_light,blue,claro,"('two', 'three')",work,both,classic,smooth,false,straight
761154,PANT,Lindex Pant hannah,7,1,MAINSTREAM,blue_dark,blue,oscuro,"('two', 'three')",work,both,classic,smooth,false,straight
801317,PANT,Sally Jeans denim,7,1,MAINSTREAM,blue_dark,blue,oscuro,"('two', 'three')","('work', 'freetime')",warm,"('classic', 'minimal')",smooth,false,tight
997591,PANT,Sally Jeans denim,8,1,MAINSTREAM,blue_dark,blue,oscuro,"('two', 'three')","('work', 'freetime')",warm,"('classic', 'minimal')",smooth,false,tight
926546,SHIRT,Holly Shirt light,7,2,MAINSTREAM,blue_light,blue,claro,three,"('work', 'freetime')",warm,classic,printed,false,loose
1038033,DRESS,Cerise Dress vneck ,8,1,WHOLE_SALE,blue_dark,blue,oscuro,"('three', 'two')",freetime,warm,"('boho', 'classic')",smooth,false,straight
1038118,DRESS,Cerise Dress vneck ,8,1,WHOLE_SALE,rust,brown,oscuro,"('three', 'two')",freetime,warm,"('boho', 'classic')",smooth,false,straight
1038163,DRESS,Cerise Dress vneck ,8,1,WHOLE_SALE,green_dark,green,oscuro,"('three', 'two')",freetime,warm,"('boho', 'classic')",smooth,false,straight
806718,TSHIRT,Island Tshirt vida,8,2,NO_MAINSTREAM,yellow,yellow,intenso,two,freetime,warm,"('boho', 'casual')",smooth,false,straight
806756,TSHIRT,Island Tshirt vida,8,2,NO_MAINSTREAM,grey_dark,grey,oscuro,two,freetime,warm,"('boho', 'casual')",smooth,false,straight
1445381,DRESS,Margot Dress majolica,9,1,WHOLE_SALE,red,red,intenso,three,freetime,warm,boho,miniprint,false,straight
1171662,TOP,Annais Top denim ,9,2,NO_MAINSTREAM,blue_light,blue,claro,two,"('work', 'freetime')",warm,"('classic', 'street')",smooth,false,straight
898201,TOP,Feather Top cerise ,7,2,WHOLE_SALE,orange,orange,intenso,"('two', 'three')",freetime,warm,boho,sheets,false,straight
738941,PARKA,Onldemi Parka nylon,8,3,MAINSTREAM,pink,pink,intenso,three,freetime,cold,"('classic', 'casual')",smooth,false,straight
738910,PARKA,Onldemi Parka nylon,8,3,MAINSTREAM,blue_dark,blue,oscuro,three,freetime,cold,"('classic', 'casual')",smooth,false,straight
738842,PARKA,Onldemi Parka nylon,8,3,MAINSTREAM,green_dark,green,oscuro,three,freetime,cold,"('classic', 'casual')",smooth,false,straight
762960,JACKET,Lindex Jacket belt ,7,3,MAINSTREAM,grey_dark,grey,oscuro,three,"('freetime', 'work')",warm,"('boho', 'minimal')",smooth,false,loose
763073,JACKET,Lindex Jacket belt ,7,3,MAINSTREAM,pink,pink,intenso,three,"('freetime', 'work')",warm,"('boho', 'minimal')",smooth,false,loose
763035,JACKET,Lindex Jacket belt ,7,3,MAINSTREAM,khaki,green,oscuro,three,"('freetime', 'work')",warm,"('boho', 'minimal')",smooth,false,loose
1009422,PARKA,Onltahoe Parka noos,9,3,MAINSTREAM,pink,pink,intenso,two,freetime,cold,"('classic', 'street')",smooth,false,tight
738606,PARKA,Onltahoe Parka noos,8,3,MAINSTREAM,black,black,oscuro,two,freetime,cold,"('classic', 'street')",smooth,false,tight
1009514,PARKA,Onltahoe Parka noos,9,3,MAINSTREAM,beige,brown,claro,two,freetime,cold,"('classic', 'street')",smooth,false,tight
738712,PARKA,Onltahoe Parka noos,8,3,MAINSTREAM,blue_dark,blue,oscuro,two,freetime,cold,"('classic', 'street')",smooth,false,tight
1009613,PARKA,Onltahoe Parka noos,9,3,MAINSTREAM,blue_dark,blue,oscuro,two,freetime,cold,"('classic', 'street')",smooth,false,tight
1009576,PARKA,Onltahoe Parka noos,9,3,MAINSTREAM,khaki,green,oscuro,two,freetime,cold,"('classic', 'street')",smooth,false,tight
738644,PARKA,Onltahoe Parka noos,8,3,MAINSTREAM,pink,pink,intenso,two,freetime,cold,"('classic', 'street')",smooth,false,tight
597708,SWEATSHIRT,Leopard Sweatshirt dixie,7,2,NO_MAINSTREAM,ecru,brown,suave,"('three', 'four')",freetime,both,"('street', 'casual')",animal_print,false,straight
663472,SKIRT,Objwin Skirt denim,7,1,NO_MAINSTREAM,white,white,claro,"('three', 'two')",freetime,warm,"('casual', 'boho')",smooth,false,tight
1058062,SKIRT,Objwin Skirt denim,9,1,NO_MAINSTREAM,beige,brown,claro,"('three', 'two')",freetime,warm,"('casual', 'boho')",smooth,false,tight
712866,JACKET,Closet Jacket arizona,7,3,OWN_PRODUCTION,ecru,brown,suave,"('three', 'four')",freetime,warm,"('boho', 'street')",floral,false,loose
1446043,TOP,Onlastrid Top stripes,9,2,MAINSTREAM,brown,brown,oscuro,two,freetime,warm,boho,vertical_stripes,false,straight
1446050,TOP,Onlastrid Top stripes,9,2,MAINSTREAM,grey_blue,blue,suave,two,freetime,warm,boho,vertical_stripes,false,straight
597654,SWEATSHIRT,Alanis Sweatshirt mellow,7,2,NO_MAINSTREAM,yellow,yellow,intenso,three,freetime,cold,"('casual', 'street')",smooth,false,straight
695442,TOP,Eurydice Top nice ,7,2,NO_MAINSTREAM,khaki,green,oscuro,"('three', 'two')","('night', 'freetime')",warm,"('night', 'boho')",smooth,false,loose
695398,TOP,Eurydice Top nice ,7,2,NO_MAINSTREAM,black,black,oscuro,"('three', 'two')","('night', 'freetime')",warm,"('night', 'boho')",smooth,false,loose
827362,SKIRT,Cartina Skirt knee,8,1,MAINSTREAM,black,black,oscuro,"('two', 'three')","('work', 'freetime')",cold,classic,smooth,false,tight
737937,PARKA,Cardemi Jacket nylon,8,3,MAINSTREAM,khaki,green,oscuro,two,freetime,cold,"('classic', 'casual')",smooth,false,tight
737913,PARKA,Cardemi Jacket nylon,8,3,MAINSTREAM,crimson,red,oscuro,two,freetime,cold,"('classic', 'casual')",smooth,false,tight
825696,SHIRT,Nissa Shirt sweet,7,2,WHOLE_SALE,ecru,brown,suave,"('two', 'three')","('work', 'freetime')",warm,"('classic', 'boho')",smooth,false,loose
825665,SHIRT,Nissa Shirt sweet,7,2,WHOLE_SALE,black,black,oscuro,"('two', 'three')","('work', 'freetime')",warm,"('classic', 'boho')",smooth,false,loose
881562,COAT,Vicamisha Coat long,8,3,MAINSTREAM,black,black,oscuro,two,freetime,cold,"('classic', 'minimal')",smooth,false,straight
1175493,COAT,Caramel Coat jcz,8,3,WHOLE_SALE,camel,brown,claro,two,"('work', 'freetime')",cold,"('boho', 'classic')",herringbone,false,straight
806831,JEANS,Jrqueen Jeans slim,7,1,MAINSTREAM,black,black,oscuro,"('two', 'three')",freetime,warm,"('casual', 'classic')",smooth,false,tight
596381,TSHIRT,Masha Tshirt tee,7,2,MAINSTREAM,ecru,brown,suave,"('two', 'three')",freetime,warm,"('casual', 'street')",horizontal_stripes,false,loose
596312,TSHIRT,Masha Tshirt mid,7,2,MAINSTREAM,ecru,brown,suave,"('two', 'three')",freetime,warm,"('casual', 'street')",horizontal_stripes,false,loose
643443,TSHIRT,Panik Tshirt one,7,2,MAINSTREAM,white,white,claro,"('two', 'three')",freetime,warm,"('boho', 'casual')",smooth,false,straight
766456,SWEATER,Jrbillie Sweater cabernet,8,2,MAINSTREAM,blue_dark,blue,oscuro,two,freetime,cold,"('boho', 'casual')",smooth,false,loose
766388,SWEATER,Jrbillie Sweater cabernet,8,2,MAINSTREAM,garnet,red,oscuro,two,freetime,cold,"('boho', 'casual')",smooth,false,loose
597555,TSHIRT,Brun Tshirt bananas,7,2,NO_MAINSTREAM,blue_dark,blue,oscuro,two,freetime,cold,"('casual', 'street')",horizontal_stripes,false,straight
597487,SHIRT,Joy Shirt giraffe,7,2,NO_MAINSTREAM,white,white,claro,four,freetime,warm,"('boho', 'street')",printed,false,straight
611121,FOULARD,Flower Scarf big,7,3,NO_MAINSTREAM,aubergine,purple,oscuro,"('three', 'four')",freetime,warm,"('boho', 'classic')","('animal_print', 'floral')",missing,missing
611138,FOULARD,Flower Scarf big,7,3,NO_MAINSTREAM,green,green,intenso,"('three', 'four')",freetime,warm,"('boho', 'classic')","('animal_print', 'floral')",missing,missing
713740,SHIRT,Closet Shirt maine,7,2,OWN_PRODUCTION,ecru,brown,suave,"('two', 'three')",freetime,warm,classic,floral,false,straight
1193831,SKIRT,Billia Skirt closet ,9,1,OWN_PRODUCTION,black,black,oscuro,three,freetime,warm,"('boho', 'classic')",printed,false,straight
1198836,TOP,Zebry Top closet ,9,2,OWN_PRODUCTION,blue_petrol,blue,oscuro,three,"('work', 'freetime')",warm,"('boho', 'classic')",animal_print,false,straight
1174885,JUMPSUIT,Nicole Jumpsuit floral ,9,1,NO_MAINSTREAM,beige,brown,claro,three,"('work', 'freetime')",warm,classic,floral,false,straight
787956,SWEATER,Cherry Sweater print ,7,2,WHOLE_SALE,blue_dark,blue,oscuro,"('three', 'two')",freetime,cold,"('boho', 'casual')",printed,false,straight
683234,FOULARD,Nando Scarf stola ,7,3,OWN_PRODUCTION,garnet,red,oscuro,"('three', 'two')","('work', 'freetime')",warm,casual,smooth,missing,missing
683241,FOULARD,Nando Scarf stola ,7,3,OWN_PRODUCTION,grey,grey,claro,"('three', 'two')","('work', 'freetime')",warm,casual,smooth,missing,missing
683227,FOULARD,Nando Scarf stola ,7,3,OWN_PRODUCTION,blue_dark,blue,oscuro,"('three', 'two')","('work', 'freetime')",warm,casual,smooth,missing,missing
712453,DRESS,Closet Dress texas,7,1,OWN_PRODUCTION,blue,blue,intenso,"('three', 'four')",freetime,warm,boho,floral,false,straight
999335,COAT,Padded Coat woven,8,3,NO_MAINSTREAM,black,black,oscuro,"('two', 'three')",freetime,cold,"('minimal', 'street')",smooth,false,straight
999397,COAT,Padded Coat woven,8,3,NO_MAINSTREAM,blue_dark,blue,oscuro,"('two', 'three')",freetime,cold,"('minimal', 'street')",smooth,false,straight
615440,PANT,Edith Pant beng,7,1,MAINSTREAM,blue_dark,blue,oscuro,"('two', 'three')","('work', 'freetime')",warm,"('classic', 'casual')",smooth,false,straight
615334,PANT,Edith Pant beng,7,1,MAINSTREAM,black,black,oscuro,"('two', 'three')","('work', 'freetime')",warm,"('classic', 'casual')",smooth,false,straight
615372,PANT,Edith Pant beng,7,1,MAINSTREAM,beige,brown,claro,"('two', 'three')","('work', 'freetime')",warm,"('classic', 'casual')",smooth,false,straight
1173000,SKIRT,Captain Skirt denim ,9,1,NO_MAINSTREAM,blue_dark,blue,oscuro,"('two', 'three')","('work', 'freetime')",both,street,smooth,false,tight
712651,DRESS,Closet Dress michigan,7,1,OWN_PRODUCTION,black,black,oscuro,"('three', 'four')",freetime,warm,boho,floral,false,straight
1221909,SHIRT,Lupas Shirt hippie ,8,2,WHOLE_SALE,khaki,green,oscuro,"('three', 'four')",freetime,warm,"('boho', 'classic', 'street')",animal_print,false,straight
1377651,SHIRT,Heart Shirt tie,9,2,MAINSTREAM,black,black,oscuro,"('two', 'three')","('work', 'freetime')",cold,street,printed,false,straight
1306699,JACKET,Roxana Jacket indoor,9,3,MAINSTREAM,gray_light,grey,suave,two,freetime,warm,casual,smooth,false,tight
792417,SHIRT,Lesa Shirt saint,7,2,NO_MAINSTREAM,black,black,oscuro,"('two', 'three')","('work', 'freetime')",warm,"('classic', 'boho')","('miniprint', 'floral')",false,loose
732178,TSHIRT,Kafie Tshirt optical ,8,2,MAINSTREAM,white,white,claro,two,freetime,warm,"('minimal', 'street')",smooth,false,loose
862837,JEANS,Jrzerodaria Jeans juna,8,1,MAINSTREAM,blue_dark,blue,oscuro,two,freetime,both,"('casual', 'street')",smooth,false,tight
596749,TOP,Coco Tshirt tank,7,2,NO_MAINSTREAM,green_light,green,claro,"('three', 'four')",freetime,warm,"('street', 'casual')",smooth,false,straight
596701,TOP,Coco Tshirt tank,7,2,NO_MAINSTREAM,grey_dark,grey,oscuro,"('three', 'four')",freetime,warm,"('street', 'casual')",smooth,false,straight
596879,TSHIRT,Amuse Tshirt society,7,2,NO_MAINSTREAM,grey_dark,grey,oscuro,"('two', 'three')",freetime,warm,"('street', 'casual')",smooth,false,straight
596862,TSHIRT,Amuse Tshirt society,7,2,NO_MAINSTREAM,ecru,brown,suave,"('two', 'three')",freetime,warm,"('street', 'casual')",smooth,false,straight
